File,Instance,NColoumns,Gap Threshold,RMP Runtime,Start Solution,Time Passed,Init Cols,Batch Pool Cols,SetUp Time First RMP,Columns IPB Start Solution,Max Columns in Solution,Min Columns in Solution,Max Columns in Model,IPB Iterations,CG Iterations,New Best Solution,Early CG Breaks,Columns IPB Final Solution,Best Integer Solution,LB RMP CURRENTBEST,Gap LBUB,Total Time Pricing,Avg Time Pricing,Avg Time CG,Total Time CG,Total Time Integer Solution,Avg Time Integer Solution, IPB Time Best Solution, START_SOLUTION_VALUE
Output/IPB_inst_200_50_3_RMP_RUNTIME_300_NCOLOUMNS_4b_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-10_05-44-01.txt, Data/Instances_txt/inst_200_50_3.txt, 4b, 0.05, 300, 4, 2773.6776418685913, 255951 , 505800, 39.69530200958252, 73, 73.0, 30.0, 159693.0, 2, 14, 1, 16, 30, 100299.0, 93304.939101765, 0.06973210997352909, 75.12201523780823, 5.365858231272016, 26.270716428756714, 367.790030002594, 2318.656371831894, 1159.328185915947,1966.7097070217133,100307.99999999383
Output/IPB_inst_200_50_2_RMP_RUNTIME_300_NCOLOUMNS_4c_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-10_04-09-19.txt, Data/Instances_txt/inst_200_50_2.txt, 4c, 0.05, 300, 4, 2851.499214887619, 370463 , 881217, 63.08993101119995, 23, 23.0, 23.0, 341177.0, 1, 9, 0, 10, 0, 73555.0, 67576.8147306251, 0.08127503595098763, 123.59282040596008, 13.732535600662231, 77.1713752216763, 694.5423769950867, 1816.5346848964691, 1816.5346848964691,295.49755692481995,73555.0
Output/IPB_inst_200_30_2_RMP_RUNTIME_300_NCOLOUMNS_4b_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-09_17-41-33.txt, Data/Instances_txt/inst_200_30_2.txt, 4b, 0.05, 300, 4, 2766.0257880687714, 205184 , 410851, 33.89307999610901, 37, 37.0, 37.0, 120610.0, 1, 7, 0, 8, 0, 120532.0, 110394.82278719946, 0.08410361740285185, 29.370085954666138, 4.195726564952305, 20.18824601173401, 141.31772208213806, 2553.4607050418854, 2553.4607050418854,53.71310901641846,120532.0
Output/IPB_inst_200_30_2_RMP_RUNTIME_300_NCOLOUMNS_4a_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-09_16-51-45.txt, Data/Instances_txt/inst_200_30_2.txt, 4a, 0.05, 300, 4, 2988.1964020729065, 205184 , 410851, 34.711557149887085, 37, 37.0, 37.0, 155837.0, 3, 18, 2, 21, 37, 120472.0, 110394.8227871997, 0.08364746341722813, 72.41707372665405, 4.023170762591892, 30.196453160709805, 543.5361568927765, 2367.180255174637, 789.0600850582123,2455.3739700317383,120532.0
Output/IPB_inst_200_30_1_RMP_RUNTIME_300_NCOLOUMNS_4b_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-09_15-15-40.txt, Data/Instances_txt/inst_200_30_1.txt, 4b, 0.05, 300, 4, 3002.186080932617, 216044 , 512442, 36.07272481918335, 41, 41.0, 41.0, 151054.0, 3, 21, 2, 24, 41, 133049.0, 117327.0594407293, 0.11816654435035742, 123.81707739830017, 5.89605130468096, 29.683054810478573, 623.34415102005, 2255.731101036072, 751.9103670120239,2468.893040895462,133802.0
Output/IPB_inst_200_50_4_RMP_RUNTIME_300_NCOLOUMNS_4c_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-10_09-08-21.txt, Data/Instances_txt/inst_200_50_4.txt, 4c, 0.05, 300, 4, 4813.214802026749, 568505 , 1677286, 113.87143111228943, 15, 15.0, 15.0, 739130.0, 1, 9, 0, 10, 0, 59274.0, 54928.95924268096, 0.07330432832808717, 751.3094530105591, 83.47882811228435, 423.93778520160254, 3815.4400668144226, 636.8699190616608, 636.8699190616608,252.14032697677612,59274.0
Output/IPB_inst_200_30_2_RMP_RUNTIME_300_NCOLOUMNS_4c_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-09_18-27-39.txt, Data/Instances_txt/inst_200_30_2.txt, 4c, 0.05, 300, 4, 3140.782972097397, 205184 , 410851, 34.514209032058716, 37, 38.0, 37.0, 173968.0, 3, 26, 2, 29, 38, 118490.0, 110394.82278719968, 0.06831949711199528, 102.62708449363708, 3.9471955574475803, 27.95546519756317, 726.8420951366425, 2334.0172860622406, 778.0057620207468,2510.1141588687897,120532.0
Output/IPB_inst_200_30_1_RMP_RUNTIME_300_NCOLOUMNS_4a_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-09_14-28-52.txt, Data/Instances_txt/inst_200_30_1.txt, 4a, 0.05, 300, 4, 2807.318032026291, 216044 , 512442, 42.06867289543152, 41, 41.0, 41.0, 189376.0, 1, 7, 0, 8, 0, 133802.0, 117327.0594407294, 0.12312925486368367, 41.36422920227051, 5.9091756003243585, 32.83201330048697, 229.8240931034088, 2445.3672981262207, 2445.3672981262207,103.73317790031433,133802.0
Output/IPB_inst_200_50_3_RMP_RUNTIME_300_NCOLOUMNS_4a_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-10_04-56-50.txt, Data/Instances_txt/inst_200_50_3.txt, 4a, 0.05, 300, 4, 2831.1711699962616, 255951 , 505800, 40.90915393829346, 73, 73.0, 73.0, 190672.0, 1, 7, 0, 8, 0, 100307.99999999383, 93304.93910176509, 0.06981557700511593, 37.77019000053406, 5.395741428647723, 30.79058527946472, 215.53409695625305, 2528.7559299468994, 2528.7559299468994,62.908190965652466,100307.99999999383
Output/IPB_inst_200_30_1_RMP_RUNTIME_300_NCOLOUMNS_4c_GAP_THRESHOLD_0.05_STARTSOLUTION_4_2023-08-09_16-05-42.txt, Data/Instances_txt/inst_200_30_1.txt, 4c, 0.05, 300, 4, 2763.1900370121, 216044 , 512442, 32.84818196296692, 41, 41.0, 40.0, 224796.0, 2, 18, 1, 20, 40, 133533.0, 117327.0594407294, 0.12136281338149074, 105.34559631347656, 5.852533128526476, 42.74122893810272, 769.342120885849, 1879.6295630931854, 939.8147815465927,1798.557130098343,133802.0
